;Texto;Embedding;Cluster
24;of SMEs in  Italy. Global Business and Economics  Review , 21(2), 232-245. https://doi. org/10.1504/gber.2019.098085   Caird, S. (1992). Problems with the  identification of enterprise  competencies and the implications  for assessment and development.  Management Education &  Development, 23 (1), 6-17. https://doi. org/10.1177/135050769202300110   Campo-Ternera, L., Amar-Sepúlveda, P., Olivero,  E., y Huguett, S. (2018). Emprendimiento  e innovación como motor del desarrollo  sostenible: Estudio bibliométrico (2006 -  2016). Revista de Ciencias Sociales (Ve),  XXIV (4), 26-37. Cao, W. (2010). Research on financing  strategy and financial support pattern  for small and medium size enterprise  innovation. International Conference  on Management and Service Science,  MASS 2010 , Wuhan, China, 2010,  pp. 1-3. https://doi.org/10.1109/ ICMSS.2010.5575475   Chen, F. T. T. (2010). A perception-based  model for technological innovation in  small and medium enterprises. 18th  European Conference on Information  Systems, ECIS 2010 , 33. https://aisel. aisnet.org/ecis2010/33;[6.869533 9.333078];2
25;120Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______Chen, J., Yu, X., Li, W., y Fu, X. (2008).  Critical factors for innovation  performance in innovation networks.  IEEE International Conference  on Industrial Engineering and  Engineering Management, Singapore,  2008, pp. 1684-1688. https://doi. org/10.1109/IEEM.2008.4738159   Chen, J., Yu, X., Xu, Q., y Fu, X. (2008).  Innovation competence building of  China’s high-tech SMEs based on  TIM: Two case studies. Proceedings of  the 4th IEEE International Conference  on Management of Innovation and  Technology, ICMIT,  Bangkok, 2008,   842-847. https://doi.org/10.1109/ ICMIT.2008.4654476   Choi, B., Lee, J.-N., y Ham, J. (2016).  Assessing the impact of open and  closed knowledge sourcing approach  on innovation in small and medium  enterprises. Procedia Computer  Science , 91, 314-323. https://doi. org/10.1016/j.procs.2016.07.085   Choi, Y.-J., y Kim, W.-K. (2019). Strategies  for continuous transactions with  customers for B2B software retailers:  Case study. Journal of Distribution  Science , 16(12), 81-93. https://doi. org/10.15722/jds.16.12.201812.81   Cloutier, A., y Amara, N. (2018). Determinants  of propensity vs. intensity of  innovation co-operation for SMEs.  International Journal of Innovation  Management , 22(5), 1840004. https:// doi.org/10.1142/S1363919618400042   Dong, B. (2010). Research on the independent  innovation and motivation mechanism  of SMEs in China . International  Conference on Management and  Service Science, MASS 2010, Wuhan,  China, 1-4 . https://doi.org/10.1109/ ICMSS.2010.5575550   Doran, J., Mccarthy, N., y O’connor, M. (2019).  The importance of internal knowledge  generation and external knowledge sourcing for sme innovation and  performance: Evidence from Ireland.  International Journal of Innovation  Management , 23(7), 1950069. https:// doi.org/10.1142/S1363919619500695   Ehrenberger, M., Koudelková, P., y  Strielkowski, W. (2015). Factors  influencing innovation in small and  medium enterprises in the Czech  Republic. Periodica Polytechnica  Social and Management Sciences ,  23(2), 73-83. https://doi.org/10.3311/ PPso.7737   El Badawy, T. A., Chinta, R., y Magdy,  M. M. (2017). ‘Collectivism’ and  ‘assertiveness’ as determinants of  innovation in small and medium  enterprises in Egypt. International  Journal of Business Environment ,  9(2), 138-151. https://doi.org/10.1504/ IJBE.2017.085350   Expósito, A., Fernández-Serrano, J., y  Liñán, F. (2019). The impact of open  innovation on SMEs’ innovation  outcomes: New empirical evidence  from a multidimensional approach.  Journal of Organizational Change  Management, 32 (5), 558-577. https:// doi.org/10.1108/JOCM-09-2018-0253   Forero-Pineda, C., Corredor, S., y Forero,  N. (2010). Business networks;[ 7.949941 10.450129];2
26;medium  enterprises in Egypt. International  Journal of Business Environment ,  9(2), 138-151. https://doi.org/10.1504/ IJBE.2017.085350   Expósito, A., Fernández-Serrano, J., y  Liñán, F. (2019). The impact of open  innovation on SMEs’ innovation  outcomes: New empirical evidence  from a multidimensional approach.  Journal of Organizational Change  Management, 32 (5), 558-577. https:// doi.org/10.1108/JOCM-09-2018-0253   Forero-Pineda, C., Corredor, S., y Forero,  N. (2010). Business networks and  innovation in SMEs and large  firms of a developing country. 5th  IEEE International Conference on  Management of Innovation and  Technology, ICMIT2010 , Singapur,  836-840. https://doi.org/10.1109/ ICMIT.2010.5492797   Gharakhani, D., Sinaki, M. T., Dobakhshari,  M. A., y Rahmati, H. (2013). The  relationship of customer orientation,  customer satisfaction, customer  loyalty and innovation in small and  medium enterprises. Life Science  Journal , 10(6), 684-689. http://www. lifesciencesite.com/lsj/life1006s/107_;[6.654328 9.99273 ];2
27;121 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  17544life1006s_684_689.pdf   Grimaldi, M., Quinto, I., y Rippa, P. (2013).  Enabling open innovation in small  and medium enterprises: A dynamic  capabilities approach. Knowledge and  Process Management , 20(4), 199-210.  https://doi.org/10.1002/kpm.1423   Gupta, H., y Barua, M. K. (2018). Modelling  cause and effect relationship among  enablers of innovation in SMEs.  Benchmarking , 25(5), 1597-1622.  https://doi.org/10.1108/BIJ-03-2017- 0050   Ham, J., Choi, B., y Lee, J.-N. (2017). Open  and closed knowledge sourcing Their  effect on innovation performance  in small and medium enterprises.  Industrial Management and Data  Systems , 117(6), 1166-1184. https:// doi.org/10.1108/IMDS-08-2016-0338   Hassan, N., y Raziq, A. (2019). Effects of  knowledge management practices on  innovation in SMEs. Management  Science Letters . 9(7), 997-1008. https:// doi.org/10.5267/j.msl.2019.4.005    Hermawati, A., Anam, C., Suwarta, S., y  Puspitosarie, E. (2022). Reconstruction  of spiritual marketing, culture of  innovation, quality of work life, and  retainers for tourism industry SMEs  in East Java. Administrative Sciences,  12(4), 152. http://dx.doi.org/10.3390/ admsci12040152   Issau, K., Acquah, I. S. K., Gnankob, R. I.,  y Hamidu, Z. (2022). Innovation  orientation and performance of  small and medium-sized enterprises  (SMES) in Ghana: evidence from  manufacturing sector. Innovation &  Management Review, 19 (4), 290-305.  https://doi.org/10.1108/INMR-07- 2020-0092   Jingwen, Y., Rahman, A. A., y Tong, T. (2022).  Research on the Impact of BMI on  Enterprise Performance Based on the Antecedence of Risk Perception.  Sustainability, 14 (23), 15844. http:// dx.doi.org/10.3390/su142315844   Kadriu, A., Krasniqi, B. A., y Boari, C.  (2019). The impact of institutions  on SMEs’ innovation in transition  economies. International  Journal of Entrepreneurship and  Innovation Management , 23(4),  399-424. https://doi.org/10.1504/ IJEIM.2019.10021654   Korab, V., y Koudelkova, P. (2016). What  determines innovation in small and  medium enteprises? A case study from  the Czech Republic. Transformations  in Business and Economics , 15(2), 78- 88. http://www.transformations.knf. vu.lt/38/article/what   Lee, J., Rosdi, I., y Wai, C. (2017). A framework  for knowledge-driven innovation  in small and medium enterprises.  Proceedings of the 5th International  Conference on Innovation and  Entrepreneurship, ICIE 2017 , 69-77.  Lesáková, L. (2009). Innovations in small and  medium enterprises in Slovakia. Acta  Polytechnica Hungarica , 6(3), 23-34.  Maldonado-Guzmán, G., Garza-Reyes, J.  A., Pinzón-Castro, S. Y., y Kumar, V.  (2019). Innovation capabilities and  performance: Are they truly linked  in SMEs?;[7.097556 9.745813];2
28;Rosdi, I., y Wai, C. (2017). A framework  for knowledge-driven innovation  in small and medium enterprises.  Proceedings of the 5th International  Conference on Innovation and  Entrepreneurship, ICIE 2017 , 69-77.  Lesáková, L. (2009). Innovations in small and  medium enterprises in Slovakia. Acta  Polytechnica Hungarica , 6(3), 23-34.  Maldonado-Guzmán, G., Garza-Reyes, J.  A., Pinzón-Castro, S. Y., y Kumar, V.  (2019). Innovation capabilities and  performance: Are they truly linked  in SMEs? International Journal of  Innovation Science , 11(1), 48-62.  https://doi.org/10.1108/IJIS-12-2017- 0139   Mancusi, M. L., Vezzulli, A., Frazzoni, S.,  Rotondi, Z., y Sobrero, M. (2018).  Export and Innovation in Small  and Medium Enterprises: The Role  of Concentrated Bank Borrowing.  Economica , 85(337), 177-204. https:// doi.org/10.1111/ecca.12252   Manyati, T. K., y Mutsau, M. (2019).  Exploring technological adaptation  in the informal economy: A case;[7.0560355 9.237913 ];2
29;"122Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______study of innovations in small and  medium enterprises (SMEs) in  Zimbabwe. African Journal of  Science, Technology, Innovation and  Development , 11(2), 253-259. https:// doi.org/10.1080/20421338.2018.155 2650   Medina, C., y Espinosa, M. T. (2022). La  innovación en las organizaciones  modernas. Revista Gestión y Estrategia ,  (5), 54-63. https://doi.org/10.24275/uam/ azc/dcsh/gye/1994N05/Medina   Mei, L., Zhang, T., y Chen, J. (2019). Exploring  the effects of inter-firm linkages on  SMEs’ open innovation from an  ecosystem perspective: An empirical  study of Chinese manufacturing SMEs.  Technological Forecasting and Social  Change , 144, 118-128. https://doi. org/10.1016/j.techfore.2019.04.010   Noci, G., y Verganti, R. (1999). Managing ‘green’  product innovation in small firms. R &  D Management , 29(1), 3-15. https://doi. org/10.1111/1467-9310.00112   Odriozola-Fernández, I., Berbegal-Mirabent,  J., y Merigó-Lindahl, J. M. (2019).  Open innovation in small and medium  enterprises: A bibliometric analysis.  Journal of Organizational Change  Management , 13(3), 329-344. https:// doi.org/10.1108/JOCM-12-2017-0491   Okumu, I. M., y Buyinza, F. (2018). Labour  productivity among small- and medium- scale enterprises in Uganda: The role of  innovation. Journal of Innovation and  Entrepreneurship , 7, 13. https://doi. org/10.1186/s13731-018-0095-2   Olivero, E., Barrios, K., y Acosta-Prado, J.  C. (comps.) (2017). Perspectivas  empresariales e inclusivas del  emprendimiento . Ediciones Universidad  Simón Bolívar.  Papa, A., Santoro, G., Tirabeni, L., y Monge,  F. (2018). Social media as tool for  facilitating knowledge creation and innovation in small and medium  enterprises. Baltic Journal of  Management , 13(3), 329-344. https:// doi.org/10.1108/BJM-04-2017-0125   Pechlivanidis, P. G. (1993). Promoting the  innovation activity of SMEs; the Greek  experience. Creativity and Innovation  Management , 2(3), 207-212. https:// doi.org/10.1111/j.1467-8691.1993. tb00097.x   Pereira, A., Tabajara, C., Ostuni, F., Rodríguez- Patón, A., y Neiva, M. A. (2015).  Proposta de modelo para avaliação  e supervisão de gestão da inovação  tecnológica em pequenas e médias  organizações. Revista Espacios ,  36(20), 8. https://www.revistaespacios. com/a15v36n20/15362008.html   Pertuz, V. P., Boscan, N. C., Straccia, D. C.,  y Pérez, A. B. (2016). Actividades  de innovación en servicios en las  pequeñas y medianas comerciales  del sector textil de Valledupar,  Colombia. Revista Espacios , 37(6),  25. https://www.revistaespacios.com/ a16v37n06/16370625.html   Peters, B., Dachs, B., Hud, M., y Köhler, C.  (2022). Employment and innovation in  recessions: Firm-level evidence from  European Countries. Industrial";[ 8.431662 10.364701];2
30;https://www.revistaespacios. com/a15v36n20/15362008.html   Pertuz, V. P., Boscan, N. C., Straccia, D. C.,  y Pérez, A. B. (2016). Actividades  de innovación en servicios en las  pequeñas y medianas comerciales  del sector textil de Valledupar,  Colombia. Revista Espacios , 37(6),  25. https://www.revistaespacios.com/ a16v37n06/16370625.html   Peters, B., Dachs, B., Hud, M., y Köhler, C.  (2022). Employment and innovation in  recessions: Firm-level evidence from  European Countries. Industrial and  Corporate Change, 31 (6), 1460-1493.  https://doi.org/10.1093/icc/dtac040   Písař, P., y Kupec, V. (2019). Innovative  controlling and audit-opportunities for  SMEs. Problems and Perspectives in  Management , 17(3), 184-195. https:// doi.org/10.21511/ppm.17(3).2019.15   Prasanthi, K., y Sundari, D. (2016). A study  on research and development as a  determinant factor for innovation  in small and medium enterprise’s  (SME’s). International Journal of  Applied Business and Economic  Research , 14(14), 953-963. https:// serialsjournals.com/abstract/65486_ ch_37_-_rampd.pdf;[7.8429027 9.404835 ];2
31;123 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  Rahman, H. (2016a). Open innovation in small  and medium enterprises: Perspectives  of developing and transitional  economies. In H. Rahman (Ed.),  Human development and interaction  in the age of ubiquitous technology  (pp. 250-272). IGI Global. https:// doi.org/10.4018/978-1-5225-0556-3. ch011   Rahman, H. (2016b). Research dimensions of  open innovation in small and medium  enterprises. In H. Rahman (Ed.),  Human Development and Interaction  in the Age of Ubiquitous Technology   (pp. 198-226). IGI Global. https:// doi.org/10.4018/978-1-5225-0556-3. ch009   Rasheed, M. A., Shahzad, K., Conroy, C.,  Nadeem, S., y Siddique, M. (2017).  Exploring the role of employee voice  between high-performance work system  and organizational innovation in small  and medium enterprises. Journal of Small  Business and Enterprise Development ,  24(4), 670-688. https://doi.org/10.1108/ JSBED-11-2016-0185   Rastrollo-Horrillo, M.-A., y Rivero, M. (2019).  Destination social capital and innovation  in SMEs tourism firms: an empirical  analysis in an adverse socio-economic  context. Journal of Sustainable Tourism ,  27(10), 1572-1590. https://doi.org/10.10 80/09669582.2019.1648481   Ratnawati, Soetjipto, B. E., Murwani, F.  D., y Wahyono, H. (2018). The  role of SMEs’ innovation and  learning orientation in mediating  the effect of CSR programme on  SMEs’ performance and competitive  advantage. Global Business Review ,  19(S-3), s21-s38. https://doi. org/10.1177/0972150918757842   Rivas-Castillo, C., Rodríguez-Burgos, K.,  y Miranda-Medina, C. (2021). La  ciencia, tecnología e innovación  en América Latina. Cuaderno Jurídico y Político, 6 (16), 6-17.  https://revistasnicaragua.cnu.edu.ni/ index.php/cuadernojurypol/article/ view/6832   Romero, I., y Tejada, P. (2019).  Tourism  intermediaries and innovation in  the hotel industry.  Current Issues in  Tourism, 23 (5), 641-653. https://doi. org/10.1080/13683500.2019.1572717   Sánchez, A., Lago, A., Ferràs, X., y Ribera,  J. (2011). Innovation management  practices, strategic adaptation, and  business results: Evidence from  the electronics industry. Journal of  Technology Management & Innovation ,  6(2), 14-39. https://doi.org/10.4067/ S0718-27242011000200002   Sánchez, M., Cervantes, V., y Peralta, P.  (2016). Gestión de la innovación en  pequeñas y medianas empresas de  Barranquilla - Colombia. Revista de  Ciencias Sociales (Ve), XXII (2), 78- 91. https://produccioncientificaluz. org/index.php/rcs/article/view/24861   Santoro, G. (2017). Innovation in small and  medium enterprises: The impact  of open innovation practices on  firm’s performance. Global Business  and Economics Review , 19(5),  508-520. https://doi.org/10.1504/ GBER.2017.086601;[ 6.938737 10.367198];2
32;Sánchez, M., Cervantes, V., y Peralta, P.  (2016). Gestión de la innovación en  pequeñas y medianas empresas de  Barranquilla - Colombia. Revista de  Ciencias Sociales (Ve), XXII (2), 78- 91. https://produccioncientificaluz. org/index.php/rcs/article/view/24861   Santoro, G. (2017). Innovation in small and  medium enterprises: The impact  of open innovation practices on  firm’s performance. Global Business  and Economics Review , 19(5),  508-520. https://doi.org/10.1504/ GBER.2017.086601   Scott, J. (1988). Trend report social network  analysis. Sociology, 22 (1), 109-127.  Sevil, A., Cruz, A., Reyes, T., y Vassolo, R.  (2022). When being large is not an  advantage: How Innovation impacts  the sustainability of firm performance  in natural resource industries.  Sustainability, 14 (23), 16149. https:// doi.org/10.3390/su142316149    Shahzad, K., Arenius, P., Muller, A., Rasheed,  M. A., y Bajwa, S. U. (2019).  Unpacking the relationship between  high-performance work systems and  innovation performance in SMEs.;[7.4906573 9.569993 ];2
33;124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______Personnel Review , 48(4), 977-1000.  https://doi.org/10.1108/PR-10-2016- 0271   Shin, J.-K., Seo, J. H., y Hirakawa, H. (2010).  Market orientation and technology  innovation in Korean it SMEs: The  moderating role of cross-functional  cooperation and cooperation with  outside organizations. Studies in  Regional Science,  40(4), 921-939.  https://doi.org/10.2457/srs.40.921   Song, H., y Lei, X. (2010). RETRACTED  ARTICLE: Research on evaluation of  venture capital for SMEs . Proceedings  of the International Conference  on E-Business and E-Government,  ICEE 2010 , Guangzhou, China,  2495-2497. https://doi.org/10.1109/ ICEE.2010.630 Stawasz, E., y Geodek, P. (2010). SMEs  Innovation and Job Creation Potential  in the Shadow Economy Context.  Comparative Economic Research ,  13(4), 99-115. https://doi.org/10.2478/ v10103-009-0048-x   Tai, Y. L., y Watada, J. (2010). Creating  SMEs’ innovation capabilities through  formation of collaborative innovation  network in Taiwan. 2010 World  Automation Congress, WAC 2010,  5665632.  Tichy, N., y Fombrun, C. (1979). Network  analysis in organizational  settings. Human Relations,  32(11), 923-965. https://doi. org/10.1177/001872677903201103   Toomsalu, L., Tolmacheva, S., Vlasov, A.,  y Chernova, V. (2019). Determinants  of innovations in small and medium  enterprises: A European and international  experience. Terra Economicus , 17(2),  112-123. https://doi.org/10.23683/2073- 6606-2019-17-2-112-123   Twum-Darko, M., y Sibanyoni, J. L. (2014).  Role of cloud computing as technology innovation in small and medium  enterprises in South Africa. Corporate  Ownership & Control , 12(1-6),  557-571. https://doi.org/10.22495/ cocv12i1c6p3   Vega, A., Brown, D., y Chiasson, M. (2012).  Open innovation and SMEs:  Exploring policy and the scope  for improvements in university- based public programmes through a  multidisciplinary lens . International  Journal of Entrepreneurial Behaviour  and Research , 18(4), 457-476. https:// doi.org/10.1108/13552551211239492    Vega, J. E., Bautista, M. D. C., y Martínez, M. D.  C. (2020). Orientación emprendedora en  la innovación de las pequeñas y medianas  empresas en México. Revista de Ciencias  Sociales (Ve), XXVI (4), 97-114. https:// doi.org/10.31876/rcs.v26i4.34651 Velázquez, J. A., Cruz, E., y Vargas, E. E.  (2018). Cooperación empresarial para  el fomento de la innovación en la pyme  turística. Revista de Ciencias Sociales  (Ve), XXIV (3), 9-20. Wang, Y., y Costello, P. (2009). An investigation  into innovations in SMEs: Evidence  from the West Midlands, UK. Journal of  Entrepreneurship , 18(1), 65-93. https:// doi.org/10.1177/097135570801800104   Wang, Y.-L., Wang, Y.-D., y Horng, R.-Y.  (2010). Learning and;[ 8.300031 10.754923];2
34;https:// doi.org/10.31876/rcs.v26i4.34651 Velázquez, J. A., Cruz, E., y Vargas, E. E.  (2018). Cooperación empresarial para  el fomento de la innovación en la pyme  turística. Revista de Ciencias Sociales  (Ve), XXIV (3), 9-20. Wang, Y., y Costello, P. (2009). An investigation  into innovations in SMEs: Evidence  from the West Midlands, UK. Journal of  Entrepreneurship , 18(1), 65-93. https:// doi.org/10.1177/097135570801800104   Wang, Y.-L., Wang, Y.-D., y Horng, R.-Y.  (2010). Learning and innovation  in small and medium enterprises.  Industrial Management & Data  Systems , 110(2), 175-192. https://doi. org/10.1108/02635571011020296   Zhu, B., y Wu, J. (2010). Evolvement  mechanism of small and medium- sized enterprises element-oriented  innovation pattern - case study of  Fujian Haiyuan automatic equipments  CO., LTD. 2010 International  Conference on Management and  Service Science, MASS 2010, Wuhan,  China, pp. 1-4. https://doi.org/10.1109/ ICMSS.2010.5578146;[7.9133224 9.489666 ];2
