;Texto;Embedding;Cluster
28;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   28     Otros tipos (ahorro de energía, mejoras en la logística, mejoras en los  sistemas, entre otros)   Otros autores , definen la innovación de procesos de manera dificultosa y la  confunden con innovación de producto o gestión del conocimiento . La innovación de  procesos se refiere a los cambios integrales en el proceso de fabricación, como el  lanzamiento de un proceso de próxima generación para un nuevo producto . Además,   indican, que la innovación de procesos es una fase basada en la iteración de ensayo y error  que perfecciona las ideas d e experimentos de escala de blanco, escala de laboratorio, y  escala completa de producción en nuevos conceptos de proceso  (Sánchez, 2014)   (Indexmundi, 2020) . Aunado a esto inmediatamente anterior, se devela la necesidad de dar  muestra sobre las nuevas etap as necesarias en los procesos de innovación.   Hipótesis H2. La innovación de producto afecta positivamente la rentabilidad de la  empresa a mediano y largo plazo.   Innovación de productos   Para Cely (2016 ) es diciente afirmar que, el proceso de innovación y desarrollo de  productos, dependiendo de la disciplina desde donde se aborde, puede asumir diferentes  denominaciones , pero que en esencia , se refieren al mismo ejercicio, es así como este  proceso , para el marketing y la dirección, se denomina “desarrollo de  nuevos productos”,  desde la investigación y desarrollo “innovación de producto” y desde  la ingeniería “Diseño  de producto ”. Atendiendo a toda una múltiple mirada interdisciplinar, aporte valioso para  la primera hipótesis aquí develada.;[11.2582   13.211381];2
29;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   29    La innovación de pr oducto está asociada  con características de crecimiento  diferentes (salida, supervivencia, con empleo creciente o empleo decreciente) (Herstad &  Sandven. 2019). La innovación de producto genera nuevos mercados , lo cual , por lo  general crea nuevos empleos, sin embargo,  en algunos casos un nuevo producto puede  terminar por acabar con otro producto viejo volviéndolo obsoleto.   De acuerdo con  Ajimati , en Sierra y Vera  (2019) , la innovación de productos  contiene las siguientes  características:    Novedad    Tendencia de desarrollo e investigación    Observación de mercado y    Recursos disponibles   Esto a su vez , conlleva un análisis de necesidades de nuevos productos, la  viabilidad de los nuevos productos, la determinación del sistema de gestión para el  desarrollo y comercialización de nuevos productos , y la mejora en las capacidades  operativas de la organización  para desarrollarlos.  (Castells y Pasola, 2003)   La innovación de productos exitosa genera ganancias, una mayor participación de  mercado y tiene un impacto positivo en el desempeño del mercado y ofrece un valor  superior a los clientes, por lo tanto,  conduce  a un crecimiento en el mercado de las  empresas  (Aksoy, 2017).;[11.590713 12.369586];2
30;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   30    La introducción de nuevos productos  o la mejora de productos , significa para la  empresa destinar tiempo para crear un nuevo departamento de comercialización  que  distribuye el producto, y un departamento de marketing que se encargará de introducirlo al  mercado estratégicamente. Dicho lo anterior, las ganancias o el incremento de las ventas se  verán reflejadas a  mediano o  largo plazo.   Hipótesis H3. La innovació n organizacional afecta positivamente la rentabilidad  empresarial.   Innovación organizacional   La conversación de autores que propone  Corma (2013)  muestra que,  la innovación  organizacional está centrada en el diseño de la estructura empresarial, estilo de di rección, y  aprovechamiento de los recursos humanos . Atendiendo a las diversas partes o estructuras a  partir de las cuales poder entender la realidad organizacional de la innovación.   Según la OECD (2005) , la innovación organizacional es la introducción de nuevos  métodos organizacionales para la administración del negocio en el sitio de trabajo y/o en la  relación entre una compañía y agentes externos (Camisón y López , 2012).  A pesar de que  el concepto de in novación organizacional está pobremente entendido, representa una de las  ventajas competitivas más importantes para las empresas.   Bajo el concepto de Battisti y Stoneman (2010) , la innovación organizacional se  refiere a las nuevas prácticas de administrac ión, nuevas formas de organización, nuevos  conceptos de marketing y n uevas estrategias corporativas (Camisón y Lopez, 2012).;[10.831097 12.648784];2
31;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   31    Bajo el enfoque de Damanpour y Aravind (2011) la innovación organizacional se  refiere a los nuevos enfoques en el conocimiento para  el desempeño de las funciones de  gestión y nuevos procesos que producen cambios en la estrategia, la estructura, los  procedimientos administrativos y los sistemas de la organización (Camisón y Lopez,  2012).   La innovación organizacional (IO) es un activo e stratégico para el desarrollo de una  ventaja competitiva sostenible capaz de generar ingresos superiores. Existen estudios que  señalan la importancia de la IO en los resultados de la empresa, por ejemplo,  Mazzanti , et  al. (2006) utilizaron análisis cuantit ativos para demostrar la correlación  positiva entre los  resultados de la empresa y la IO (Camisón y López , 2012). En este estudio se concluye que  las empresas con mejores resultados económicos tuvieron cambios organizacionales.   Hipótesis H4. La percepción de mucha corrupción afecta la rentabilidad empresarial.   Percepción de corrupción        La corrupción es un tema afincado en la memoria de los colombianos sin importar su  rasgo económico y social, y a eso se le suma la relevancia del narcotráfico en un país que  sigue siendo considerado el principal productor de cocaína en el mundo  (Transparencia  Internacional, 2021) .       Según un estudio realizado por Transparencia internacional (2021) , Colombia produce  el 70% de la cocaína que se comercializa en el mundo, s iendo este el negocio de más renta  entre las drogas ilícitas. Esto sin duda , significa una cantidad de recursos abismales que  entran a la economía del país y pasan a lavar activos.;[ 9.821988 12.357621];2
32;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   32        Pero también , la clase empresarial considera que los políticos y funcionarios del Estado  están permeados por la corrupción, esto es totalmente consecuente con el Índice de  percepción de la corrupción de 2020, en cual , el país ocupó el puesto 92 entre 180 , con un  puntaj e de 39 sobre 100. Una de las razones de este resultado  fue el costo desmesurado de  las campañas políticas que hace suponer al grueso de la población que tanta inversión solo  puede ser repuesta con el erario.   Teniendo en cuenta lo anterior dicho, para la a ctual investigación  se proponen las  siguientes hipótesis:   Hipótesis H1. La innovación de procesos afecta positivamente la rentabilidad de la  empresa.   Hipótesis H2. La innovación de producto afecta positivamente la rentabilidad de la  empresa a mediano y lar go plazo.   Hipótesis H3. La innovación organizacional afecta positivamente la rentabilidad  empresarial.   Hipótesis H4. La percepción de mucha corrupción afecta negativamente la rentabilidad  empresarial.;[ 9.2194195 11.128705 ];1
33;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   33    Modelo de variables   Figura 1 .   Modelo de variables     Fuente. Elaboración  propia   Metodol ogía  Para abordar la investigación: ¿Cuál es el impacto que tiene la innovación de producto,  innovación de proceso, innovación organizacional , y la percepción de corrupción, en la  rentabilidad empresarial en Colombia ? Se verá utilizado  el enfoque de investigación  cuantitativ a.;[9.844603 9.689495];4
34;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   34    Como lo dice Sampieri (2011, p. 533 ):“durante el proceso, el investigador va  generando hipótesis de trabajo que se afinan paulatinamente conforme se recaban más  datos, o las hipótesis son uno de los  resultados del estudio. Las hipótesis  se modifican  sobre la base de los razonamientos del investigador y, desde luego, no se prueban  estadísticamente ”.  Abarcando este enfoque cuantitativo  mediante la recolección de datos, permitirá  dar conclusiones al objetivo general y a los específicos de esta investigación. Además,  coincidiendo con el autor en la construcción de un marco teórico que delimita los  conceptos de innovación empresarial  y percepción de corrupción.   Tipo de investigación   Para dar respuesta a los objetivos específicos, se utilizará el enfoque de estudio  analítico, estos  se caracterizan porque pretenden descubrir una hipotética relación entre  algún factor de riesgo y un determinad o efecto, es decir, pretenden establecer una relación  causal entre dos fenómenos naturales (Veiga, De La Fuente  y Zimmerman , 2008, p. 84).   Alcance de la investigación   El alcance de la presente investigación puede contener elementos exploratorios y  descriptivos que a su vez son la base para el tipo de estudio descriptivo , ello porque se  permitirá mostrar todo un acervo analítico en consonancia con la literatura revisada en  favor de construir un basamento metodológico que brinde la comprensión acerca del rol de  la innovación como un catalizador a nivel empresarial y organizacional.  (Barojas, 2005);[ 9.63303  10.458956];1
35;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   35    En esta investigación se explicar án las causas de las variables, acerca de por qu é  ocurren los fenómenos, esto, en pro de generar  un sentido de entendimiento  del fenómeno  y realizar un análisis de estos (Sampieri, 2014).   Selección de la muestra   Para la investigación, la población escogida, atiende a  las empresas pequeñas,  medianas y grandes entre los sectores económicos de alimentos, servicios financieros,  tecnología, comercio e industria en Colombia. Al no estar parametrizada o estandarizada y  no conocer el número total de empresas, la  población a e studiar se tomará como infinita ,  sin ser probabilística, sino aleatoria .  Para esta población infinita el tamaño de la muestra “n” se extrae del número total  de empresas , encuestadas de acuerdo al instrumento de recolección de datos del World  Bank, del cues tionario de manufactura colombiana aplicado a las empresas en el año 2017,  dando un número total de 878 . Cabe mencionar que la muestra no surge por parte de un  muestreo probabilístico, si no que se toma directamente del estudio realizado por el World  Bank,  el cual ya está validado.   Para el análisis  de los datos se realiza una regresión  lineal múltiple , tomando un  nivel de confianza del 95%.   El nivel de confianza  (Z) se determina en relación a lo siguiente:;[ 9.372633 10.237755];1
36;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   36      Para la  investigación  se toma un nivel de confianza del 95% por lo tanto Z=1.96  con un margen de error del 5 %.  El tamaño de la mue stra serán 878  empresas pequeñas, medianas y grandes entre  diversos sectores económicos.   Instrumento de recolección de datos   El instrumento a utilizar  para la recolección de información será la revisión de la  data que propone la base de datos del banco Mundial,  al segmento que se considera   pertinente  para resolver la problemática , Los datos obtenidos otorgan  la posibilidad de   tener  información objetiv a con injerencia directa o indirecta en el problema.   La empresa privada , en la práctica , sería la principal responsable de llevar a cabo  las adopciones tecnológicas en la economía,  y de innovar ya sea en sus procesos,  productos o servicios u organizacionalme nte hablando,  por eso es importante conocer las  apreciaciones de empresas de diferentes sectores para saber qué tan viable  es, para sus  organizaciones la innovación  y que impactos tiene esto en la rentabilidad, sin embargo  también hay que considerar la per cepción de corrupción que se presenta en las empresas en  Colombia, y c ómo esta percepción impacta en la rentabilidad.   Los datos visualizados del banco Mundial, permitieron una revisión de factores  significativos para el pleno desarrollo de esta investigaci ón. Es allí d onde se busca  consider ar lo más relevante , en cuanto a la innovación empresarial, la percepción de  corrupción y los impactos en la rentabilidad.;[ 9.473913 10.007962];3
37;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   37    Se usó  la información de la encuesta “ datos a nivel de empresa para Colombia, de la base  de datos de encuestas de empresas del banco mundial” este instrumento reúne la  información de manera sistematizada , usando encuestas estandarizadas en  función de   valida r diversos temas que influyen en el desempeño empresarial.   Procedimientos y técnicas para la apli cación de instrumento       Este cuestionario será respondido por representantes de las muestras p or sectores. Cada  uno de ellos asigna una respuesta de “si”, “no”, “no sabe”, “no aplica”. Algunas preguntas  son de tipo abierto, sin embargo,  no se tomará para la presente investigación  estas ni  tampoco sus respectivos resultados.        El cómputo  de las respuestas será organizado estadísticamente . Esto  permitirá analizar  las variables que conlleven a la resolución de la hipótesis.   Trabajo de Ca mpo   Se tomaron los resultados de la base de datos de la investigación  realizada por el World  Bank en el año 2017 aplicada en Colombia  sobre la manufactura . Para la actual  investigación  se tomaron los datos de las siguientes preguntas incluidas en el cuestionario:   1) H1: ¿Durante los últimos 3 años, este establecimiento introdujo productos o  servicios nuevos o significativamente mejorados?   2) H2: ¿Fueron algunos de los productos o servicios nu evos o significativamente  mejorados también  nuevos para el mercado principal del establecimiento?;[ 8.975656 10.3187  ];1
38;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   38    3) ASCH2: ¿Fueron algunos de los productos o servicios nuevos o significativament e  mejorados introducidos por  requisitos específicos de los clientes o por demand a  directa?   4) H5: ¿Durante los últimos 3 años, este establecimiento ha introducido procesos  nuevos o significativamente mejorados? Esto incluye:    Métodos de manufactura de productos u ofrecimiento de servicios    Logística, entrega, o métodos de distribución para  entradas, productos, o  servicios.    Actividades de soporte para los procesos   5) H8: Durante el último año fiscal, ¿este establecimiento gastó en actividades  formales de investigación y desarrollo, ya sea de manera interna o contratada con  otras empresas, excluidas las encuestas de investigación de mercado?   6) M1: Mirando las opciones de la tabla, ¿puede decir cuáles  de los elementos del  entorno del negocio incluidos en la lista, si alguno, actualmente representa el  mayor obstáculo enfrentado por este establec imiento?    Acceso a financiamiento    Acceso a terreno    Permisos y licencias de negocio    Corrupción;[ 8.899978 10.598967];1
39;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   39     Tribunales    Crimen, robo y desorden    Regulaciones aduaneras y comerciales    Electricidad    Fuerza laboral con educación inadecuada    Regulaciones laborales    Inestabilidad p olítica    Prácticas de competidores en el sector informal    Administración de impuestos    Tasas de impuesto    Transporte   Procesamiento de los datos   Con los datos obtenidos se procede a determinar cuáles empresas incrementaron sus ventas  con respecto a 3 años atrás. Para las empresas que aumentaron sus ventas , se le asigna un  valor cuantitativo de “1” y para las que sus ventas decrecieron se le asigna un valor  cuantitativo de “0”.  Esto se hace con el fin de ingresar los datos al software SPSS, el cual  únicament e admite datos numéricos para pod er realizar la regresión lineal . Se asumirá que  las empresas que aumentaron sus ventas, han presentado un efecto positivo en la  rentabilidad, y las que decrecieron sus ventas, han presentado un efecto negativo en su;[8.5016165 9.131479 ];3
40;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   40    rentabi lidad. Este dato se tomará como la variable dependiente (Y).  Esto, con el fin de  poder filtrar y procesar la información  con SPSS, programa estadístico para las ciencias  sociales.   De las  878 empresas podemos observar el sigu iente gráfico con respecto  al de sempeño de  sus ventas :  Figura 2 .   Porcentaje de empresas que aumentaron y decrecieron sus ventas.           Fuente. Elaboración  propia.   El 25% de empresas decrecieron sus ventas con respecto a 3 años atrás, mientras que el  75% de empresas aumentaron sus ventas con respecto a 3 años atrás.  Las preguntas H1,  H2, ASCH2, H5, y H8 se le asignaron valores a sus repuestas donde a la respuesta “si” se  le asigna un valor de “1” y a la respuesta “no” se le asigna un valor de “0”.   A la pregunta M1A se le asigna el valor de “1”, cuando la respuesta indicaba que la  corrupción era el mayor obstáculo al que se enfrentaba el establecimiento, si la respuesta  75% 25%Porcentaje de empresas que  aumentaron y decrecieron sus ventas  con respecto a 3 años atrás AUMENTARON VENTAS DECRECIERON VENTAS;[8.280981 9.061519];3
41;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   41    indicaba otro elemento diferente a “corrupción” como el mayor obstáculo, se le as igna un  valor de “0”.   Una vez organizados los datos de manera cuantitativa se procede a realizar el análisis de  correlación de Pearson para una regresión lineal.  Se utiliza es te tipo de correlación debido  a que todos los datos los organizamos de manera cua ntitativa, es decir numéricamente.  Se  obtiene  lo siguiente:   Tabla  1.    Correlación  de variables bajo el enfoque  de Pearson.               Fuente. Elaboración propia.   Análisis de resultados   Bajo este análisis  de correlación  de Pearson  se pudo  observar que , las variables  independientes son más significativas para el predecir el modelo, y qu é variables no son  tan significativas para predecir el modelo.  Las variables que fueron significativas para el;[8.540894 8.321921];3
42;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   42    modelo son las respuestas de las preguntas H1, H2, ASCH2, H5 y H 8. Por el contrario la  pregunta M1 la cual corresponde a la percepción de corrupción no es significativa para el  modelo.   Una vez validada la correlación  entre las variables se procede a verificar el ANOVA:   Tabla  2.   Validación ANOVA         Fuente. Elaboración  propia.   De acuerdo a la validación ANOVA , esta  da como resultado una  significancia de 0,018, se  interpreta por lo tanto que las variables independientes en conjunto y en relación con la  variable dependiente si son significativas para predecir el modelo.   Una vez hecho esto se procede  a encontrar los coeficientes que servirán para crear la  ecuación  final que predice la variable  dependiente . A continuación,  se observan los  coeficientes.   Tabla  3.   Coeficientes de la ecuación final .;[8.107258 8.639087];3
43;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   43            Fuente. Elaboración propia   De acuerdo a los coeficientes hallados se procede a formular la ecuación que predice la  variable dependiente (Y).     𝑌=0.658+(0.052×𝐻1)+(0.009×𝐻2)+(0.034×𝐴𝑆𝐶𝐻2)+(0.046×𝐻5) +(0.023×𝐻8)+(0.007×𝑀1𝐴)    Posterior a esto se realiza la Prueba T para validar q ue tanto se acerca la predicción de la  ecuación a los valores reales, se obtiene lo siguiente:   Tabla 4.    Prueba T para muestras correlacionadas.     Fuente. Elaboración propia.;[8.257516 8.386856];3
44;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   44    Es posible  observar que , la variable predicha “Rentabilidad” con un valor de 0,7485 en  muy cercano al valor real de “Aumento de ventas” con un valor de 0,75. Por lo tanto esta  prueba demuestra que el modelo ba jo una regresión lineal múltiple , sí cumple con todas  hipótesis estable cidas en  esta investigación.     Discusión teórica   Analizando los datos de la correlación de variables que ya se observaron anteriormente , es  menester determinar  lo siguiente:   Tabla  5.   Significancia de cada variable.           Fuente. Elaboración propia.   Se puede extraer que es pertinente  observar que , la variable más significativa es H1  con  una significancia de 0.001  y la menos significativa es M1A  con una significancia de 0,439 ,  lo cual concuerda con el modelo de variables establecido.;[8.175902 8.428922];3
45;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   45    Una variable present a significancia alta cuando su valor p < 0.05 y no es significativa  cuando su valor p > 0.05 o es cercano a 0.05.   Para empezar,  siendo H5 con una alta significancia de 0.006 y siendo correspondiente a la  Hipótesis 1 e Hipótesis 3 . Podemos determinar que, a mayor innovación de procesos,  impactará positivamente  en la rentabilidad.   Lo mismo que a mayor innovación organizacional, impactará positivamente la  rentabilidad.   Se valida de esta manera la Hipótesis 1. La innovación de procesos afecta positivamente  la rentabilidad de la empresa.   Esto concuerda donde  Buer y otros autores  en Giovani y Cariola  (2020)  muestran toda  una  estrategia de innovación de procesos tiene como objetivo aumentar la eficiencia del  proceso de producción, reducir el desperdicio y reducir el costo de producción marginal.  Reducir desperdicios permite usar los recursos de manera más eficiente sin inc urrir en  gastos innecesarios, y reducir el costo de producción marginal desemboca finalmente en  mayor rentabilidad.   Y también se valida la  Hipótesis H3. La innovación organizacional afecta positivamente  la rentabilidad empresarial.   Gráficamente se observa lo siguiente en términos de porcentaje:   Figura 3 .   Porcentaje de empresas que introdujeron procesos nuevos o actividades de soporte para  los procesos significativamente mejorados.;[ 8.281067 10.252574];3
46;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   46      Fuente. Elaboración propia.   Se observa que , el 54% de las empresas s í introdujeron procesos nuevos o actividades de  soporte a los procesos mejoradas (innovación organizacional) y que el 46% no.   Las organizaciones entienden que no sólo los bienes de capital pueden disminuir costos  fijos y variables como los servicios público s y la nómina. Sino que también que sirve de  llamado de atención en el mercado que fija sus ojos en quienes ofrecen bienes y servicios  de una mejor manera.   Estos  procesos no necesariamente se gestan en momentos de crisis, sino que son más  propicios aun cuando las organizaciones pasan por un buen momento, aprovechando la  cúspide de la ola para tomar ventaja en lo que será el futuro del mercado.   54% 46%Porcentaje de empresas que introdujeron procesos  nuevos o significativamente mejorados. Esto incluye: Métodos de manufactura de productos u ofrecimiento  de servicios Logística, entrega, o métodos de distribución para  entradas, productos, o servicios. Activid SI NO;[10.1533375 12.033167 ];2
47;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   47    Ahora bien,  H1 con u na significancia de 0.001 altamente significativa y es  correspondiente  a la Hipótesis 2 . Siendo preciso  determinar que, a mayor innovación de producto o  servicio, impactará positivamente en la rentabilidad.   Se valida de esta manera la Hipótesis 2:  La innovación de producto afecta positivamente  la rentabilidad de la empresa a mediano y largo plazo   Gráficamente , se observa lo siguiente en términos de porcentaje:   Figura 4 .   Gráfico de la variable H1.     Fuente. Elaboración propia.   Se vislumbra  que, el 71% de las empresas respondieron que, sí introdujeron productos o  servicios nuevos o significativamente mejorados, y el 29% de las empresas no lo hicieron.   La exigencia de la demanda como una competencia más calificada son los ingredientes  principales para que las organizaciones contemplen como un ineludible las innovaciones  tanto en productos propios como complementarios o sustitutos.   71% 29%H1 ¿Durante los últimos 3 años, este  establecimiento introdujo productos o servicios  nuevos o significativamente mejorados? SI NO;[ 8.064746 10.064751];3
48;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   48    Analizando la tabla de correlaciones, se determina que la pregunta H2 es algo significativa  en el modelo, pero  no es e l foco de la investigación  concluir si los productos nuevos o  significativamente mejorados siendo nuevos en el mercado principal de la emp resa afectan  a la rentabilidad.   Analizando la tabla de correlaciones, se determina también que la pregunta ASCH2 es algo  significativa en el modelo, pero tampoco es el foco de la investigación.   Al analizar H8 se vislumbra  que presenta una significancia de 0.050, siendo poco  correlaciona do con la variable dependiente. Por lo tanto,  el invertir en investigación  formal  y actividades de desarrollo s í impacta positivamente la rentabilidad, pero no en una medida  significativa.   Ahora bien, analizando la tabla de correlaciones se determina que l a pregunta M1A que  presenta una significancia de 0.439 y es correspondiente a la Hipótesis  4. La cual, no está   correlacionado con la rentabilidad empresarial, y, por ende, no es posible validar la  Hipótesis H4.   No se valida de esta manera la  Hipótesis H4. La percepción de mucha corrupción afecta  negativamente la rentabilidad empresarial.;[8.004014 9.745249];3
49;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   49      Gráficamente se observa lo siguiente en términos de porcentaje:   Figura 5.   Porcentaje de empresas que consideran la corrupción el mayor obstáculo.         Fuente. Elaboración propia       Fuente. Elaboración propia.   Se observa que solo el 9% de las empresas consideran que la corrupción es el mayor  obstáculo al que se enfrentan, mientras que el 24% consideran que son las prácticas de  competidores en el sector informal y el 23% las tasas de impuestos el mayor obstáculo al  que se enfrentan.   Por otro lado,  también se analizó estadísticamente el grado en el que la corrupción es un  obstáculo.     6% 0%4%9% 1%2% 2%4% 4% 5%6%24% 4%23% 2% 2% 1% 0%5%10%15%20%25%30%M 1. ¿ CUÁ L  D E LO S  EL EM EN TO S  D EL  EN TO R N O  EM P R ESA R IA L   IN CLU ID O S  EN  L A  L IS TA ,  S I CO R R ES P O N D E,  R EP R ES EN TA   ACT UA L M EN T E EL  M AYO R  O B S TÁCU LO  A L  Q U E S E EN F R EN TA  ES T E  ES TA B L ECIM IEN TO ?;[ 9.040758 12.528203];1
50;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   50    Figura 6 .   Grado en el que la corrupción es un obstáculo.     Fuente. Elaboración propia   Se observa en el grafico anterior que el 36% de las empresas consideran que la corrupción  es un obstáculo muy severo, mientras que un 14% consideran que no es obstáculo.   La percepción de corrupción no necesaria mente  significa corrupción o no por lo  menos en  un porcentaje significativo que pueda cercenar visiblemente la rentabilidad de las  empresas.         14%11%16%22%36% 1% 0% 0 -NO ES  OBSTACULO1 - OBSTACULO  MENOR2 - OBSTACULO  MODERADO3 - OBSTACULO  MAYOR4 - OBSTACULO  MUY  SEVERONO SABE NO APLICA Grado en el que la corrupción es un  obstaculo;[ 8.964996 12.201111];1
51;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   51    Conclusiones        La clase empresarial colombiana considera en su mayoría que , el factor principal para  generar y aprovecharse de las ventajas de la innovación depende en demasía del avance  tecnológico al cual puedan  acceder sus organizaciones. Si bien es cierto que no son ajenos  a modelos alternativos de organización, es más férrea  la idea de que el producto diferencial  y los costos de producción hacen la diferencia.        El 75% de las empresas aumentaron las ventas respecto a sus tres años anteriores y eso  no se generó necesariamente por un aumento en la demanda, sino también a las   implicaciones innovadoras de sus productos, algo que no es exclusivo de oligopolios. Los  sectores económicos sin importar el origen de sus capitales tienen en la innovación la  opción, y esto provoca un efecto dominó.         Con respecto a la innovación de procesos , del 75% de empresas que aumentaron sus  ventas s e observa que el 54% de esas mismas  si introdujeron procesos nuevos o  actividades de soporte a los procesos mejoradas (innovación organizacional) . La mejora de  procesos permite disminuir desperdicios , agilizar tiempos de suministro, procesamiento y  terminado de productos, y por último la entrega al consumidor o usuario final.         Por otro lado, la innovación de procesos en Colombia, también genera un efecto  positivo en la rentabilidad, el país está atravesando por la globalización donde el comercio  electrónico permite a las personas escoger su producto entre miles gracias al internet, el  consumidor final o empresario, compara precios y características de los productos que son  ofrecidos en las platafo rmas de compra online y escoge el que represente mayor relación;[10.387957 12.28732 ];2
52;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   52    costo/beneficio. Dicho lo anterior la innovación de producto se hace vital en un mercado  cada vez más competitivo, donde continuamente las empresas y los productos ofrecidos  presentan mayor va lor agregado para los clientes finales.  Un producto innovador que  penetre exitosamente en el mercado, generará mayor rentabilidad empresarial.        Respecto al tema de la corrupción es concebido como una realidad, pero no en las  dimensiones que se podría llegar a creer. Sólo el 36% cree que la corrupción es un  obstáculo muy severo para el rendimiento financiero de las empresas, los porcentajes  restantes le dan poco valor al tema y algunos pueden considerarlo hasta un mal necesario  por la incidencia de lo público y la política en los negocios.   Otra de las conclusiones, al interior de todo el entramado de las mismas ya expuesto, es  vital anotar que, en términos reflexivos tanto a nivel  de la literatura  como  de lo  vislumbrado, puede manifestarse que es ta investigación  es sumamente diciente a  la hora de  poder interpretar cuáles son los líos que se observan en el deseo de poder consolidar la  construcció n y formación  de una innovación a nivel empresarial y organizacional que  logré  manifestar una rentabilidad  y crecimiento.   Esta conclusión, para el cas o de Colombia, permite  extraer toda una visualización  mucho  más ligada a la comprensión  de la  validación de hipótesis y  de qué  manera estas tienen un  compromiso académico, productivo y estructural por generar mayores  ganancias a partir  de una inmersión  en la globalización .   Para cerrar, es más que menester mencionar que la innovación no hace parte de una  responsabilidad pequeña de las empresa, por el contrario, debe ser un ámbito  en constante;[ 9.814669 12.807169];2
53;Impacto de la innovación de producto, innovación de proceso,  innovación organizacional y la percepción de la corrupción, en  la rentabilidad empresarial en Colombia   53    y necesario desarrollo, cuestión que permitió develar que, a la luz de la comprensió n de la  literatura sobre el tema y, aunado  al esfuerzo metodológico, aún persisten vacíos  académicos e investigativos que logren crear anexiones puntuales entre la influencia e  impacto de la innovación y la corrupción  en empresas pequeñas, medianas y grand es.  Aunado a ello, se concluye manifestando la importancia de ANOVA y la Prueba T, en  procura de revisar la varianza y comparación estadística y cuantitativa de  los datos aquí  planteados, en ese orden de ideas, se hace necesario revestir de importancia est as  metodologías aplicadas, ya que, lograron dilucidar de una manera mucho más holística y  sistemática, la comprensión de los datos y la interpretación de los mismos al interior de  este estudio, es allí donde se observa que, por parte de ANOVA, se evidencia ron las  variabilidades y comparaciones, mientras que, por parte de la Prueba T, en procura de la  evaluación de hipótesis de acuerdo a los datos propuestos en el presente documento.     Implicaciones prácticas y académicas   Entender las informaciones descritas,  analizadas y revisadas son fundamental si se requiere  mantener una innovación en los distintos productos que puede ofrecer una empresa, donde  los procesos organizacionales que se lleven a cabo estará muy bien basados en teorías que  impactan significativam ente las acciones y decisiones gerenciales o responsables, todo con  el objetivo de mantener en constancia una rentabilidad empresarial segura a pesar de las  condiciones que se puedan tener en el país colombiano. En concreto, se ha comprendido la  magnitud y  la responsabilidad que tiene entender estas informaciones, para que no quede;[ 9.512843 13.159918];2
